athlete_full_name,country_name
Irina TCHERNIAEVA,Soviet Union
Vassili BLAGOV,Soviet Union
Alexandru APOSTEANU,Romania
Octavian PAVELESCU,Romania
Juraj MIKLUSICA,Czechoslovakia
Dusan SKVARENINA,Czechoslovakia
Marcel TROUPEL,France
Yves DEVILLIERS,France
Joachim BÖHMER,German Democratic Republic (Germany)
Hans-Ulrich SCHMIED,German Democratic Republic (Germany)
Jorge PONTUAL,Brazil
Cid DE OLIVEIRA NASCIMENTO,Brazil
Gennadi KINKO,Soviet Union
Tiit KHELMYA,Soviet Union
Jean-Noel RIBOT,France
Roland THIBAUT,France
Seymour Legrand II CROMWELL,United States of America
James Eugene STORM,United States of America
Luang PRADIYAT NAVAYUDH,Thailand
Marianna Nagy,Hungary
Laszlo NAGY,Hungary
Waightman Alan WASHBOND,United States of America
Patrick E. BIESIADECKI,United States of America
Jack ELDER,United States of America
Frank JONES,United States of America
Wilhelm BIECHL,Austria
Giampaolo AMBROSI,Italy
Fredrik EHRSTROM,Finland
Rolf ZACHARIASSEN,Finland
Peter Adrian RAPER,Australia
Maurice Charles GRACE,Australia
Hans RUCKSTUHL,Switzerland
Ulrich ISLER,Switzerland
Iain Somerled MACDONALD-SMITH,Great Britain
Timir PINEGIN,Soviet Union
Fyodor SHUTKOV,Soviet Union
Jean-Pierre RENEVIER,Switzerland
Martinis Wiendect VISSER,Australia
Thomas Alfred OWENS,Australia
Dennis Allan GREEN,Australia
Walter William BROWN,Australia
Anna PFEFFER,Hungary
Klara RAJNAI,Hungary
Angelika NOACK,German Democratic Republic (Germany)
Sabine DÄHNE,German Democratic Republic (Germany)
Zdenek MESTAN,Czechoslovakia
Ladislav MESTAN,Czechoslovakia
Colin Ross NELSON,Canada
Jim LAVELLEY,Canada
Sandi SWEITZER,United States of America
Roy WAGELEIN,United States of America
Axel GRESVIG,Norway
Peter BOLLIGER,Switzerland
Nicolas Noel GOBET,Switzerland
Jose Alberto OCEJO CARRION,Spain
Emilio GURRUCHAGA MAS,Spain
Khin Pe GYI,Myanmar
Park Wing CHOW,Myanmar
Rainer KURTH,German Democratic Republic (Germany)
Alexander SLATNOW,German Democratic Republic (Germany)
Dietrich EBNER,Austria
Dietrich LOSERT,Austria
Ernst HÜRLIMANN,Switzerland
Rolf LARCHER,Switzerland
Sissy Schwarz,Austria
Kurt OPPELT,Austria
Kurt SCHMID,Switzerland
Hans KALT,Switzerland
John Allen SOUTHWOOD,Australia
John SUMEGI,Australia
Miluse NEFFOVA,Czechoslovakia
Zuzana PROKESOVA,Czechoslovakia
John Gregory DAWE,Australia
Ian Charles WINTER,Australia
Gerlinde SCHÖNBAUER,Austria
Wilhelm BIETAK,Austria
Boris ILYIN,Soviet Union
Aleksandr CHUMAKOV,Soviet Union
Lubomir ZAPLETAL,Czechoslovakia
Petr LAKOMY,Czechoslovakia
Lyudmila SMIRNOVA,Soviet Union
Andrey SURAYKIN,Soviet Union
Jacques DE BROUWERE,Belgium
Andre MAES,Belgium
Giuseppe OGNA,Italy
Cesare PINARELLO,Italy
Sloane Elmo FARRINGTON,Germany
Roy Frederick John MITCHELL,Great Britain
Jean M.A.C. MITCHELL,Great Britain
Lev RVALOV,Denmark
Anders ANDERSSON,Sweden
Lars ANDERSSON,Sweden
Ian BRUCE,Canada
Peter BJORN,Canada
Katalin SAGI-ROZSNYOI,Hungary
William Henry PLANT,Jamaica
Michael Anthony NUNES,Jamaica
Debbi WILKES,Canada
Guy REVELL,Canada
Marcelle MATTHEWS,South Africa
Gwyn JONES,South Africa
Barbara BROWN,United States of America
Douglas BERNDT,United States of America
Arnold Vivian COOKE,Great Britain
Peter James WEBB,Great Britain
John EMERY,Canada
Gordon S. CURRIE,Canada
Mauricio DE LA LAMA,Mexico
Murray Stewart RILEY,Australia
Merwyn Thomas WOOD,Australia
Jean-Pierre BURNY,Belgium
Richárd Bicskey,Hungary
Ferenc HABONY,Hungary
Andreas SCHWAB,Austria
Stefan HÖLZLWIMMER,Federal Republic of Germany
Hans WIMMER,Federal Republic of Germany
Evelyne SCHNEIDER,Austria
"Buddy Melges, Jr.",United States of America
William Bruce BENTSEN,United States of America
Carlos BRAGA,Portugal
Gabriel Lopes Da SILVA,Portugal
Jozsef DEME,Hungary
Janos RATKAI,Hungary
Dieter DELLE KARTH,Austria
Franz KÖFEL,Austria
Alan Christian HOLT,United States of America
Richard Redwine GATES,United States of America
Yury Yegorov,Soviet Union
Viktor ILIINE,Soviet Union
Peter Frederick BROTHERTON,Great Britain
Eric Gordon THOMPSON,Great Britain
John GUNAWAN,Indonesia
Tjong-Sian TAN,Indonesia
Stanislaw PACZKA,Poland
Jean-Marie BUISSET,Belgium
Claude ENGLEBERT,Belgium
Georges PISANI,France
Noel DESAUBLIAUX,France
Nikolaos VLANGALIS,Greece
Spyros MAKRIDAKIS,Greece
Vera SUCHANKOVA,Czechoslovakia
Zdenek DOLEZAL,Czechoslovakia
Katalin Pál-Ribáry,Hungary
Judit Kéri-Novák,Hungary
William Thomas BELDEN,United States of America
Lawrence Joseph KLECATSKY,United States of America
Martin Smith ORE,Norway
Eilif NEDBERG,Norway
Atanase SCIOTNIC,Romania
Aurel VERNESCU,Romania
Eckart WAGNER,Federal Republic of Germany
Fritz KOPPERSCHMIDT,Federal Republic of Germany
Tony Bentley-Buckle,Kenya
Ronald BLAKER,Kenya
Herbert Philip WILLIAMS,United States of America
Lawrence Edgar LOW,United States of America
Maciej RYCHTA,Poland
Zbigniew LESNIAK,Poland
Otto PLETTNER SCHON,Switzerland
Ricardo SCHEFFLER SPAMER,Switzerland
Ivan VALEV,Bulgaria
Aleksandar DAMIANOV,Bulgaria
Jorge Dario VAGO,Argentina
Juan Carlos GOMEZ,Argentina
Jose Maria ROBLEDO,Argentina
Valentin STOEV,Bulgaria
Georgi GEORGIEV,Bulgaria
Anastazie FRIDRICHOVA-HAJNA,Czechoslovakia
Oldriska KAPLANOVA,Czechoslovakia
Valentina SERGHEI,Romania
Viorica DUMITRU,Romania
Ion PANTURU,Romania
Nicolae NEAGOE,Romania
Harald VON MUSIL,Austria
Franz EISL,Austria
Johannes Hendrikus JANSEN,Netherlands
Leijn LOEVESIJN,Netherlands
Karl-Gustav VON ALFTHAN,Finland
Heikki Kalervo MÄKELÄ,Finland
Faye STRUTT,Canada
Jim WATTERS,Canada
Marcel LECLEF,Belgium
Albert CASTELEYNS,Belgium
Sven ERBS,Sweden
Walter Eric ARONSSON,Sweden
Maria NICHIFOROV-MIHOREANU,Romania
Horst HÖRNLEIN,German Democratic Republic (Germany)
Reinhard BREDOW,German Democratic Republic (Germany)
Heinz SCHENKER,Switzerland
Jacques CHRISTAUD-PIPOLA,France
David Adrew FAULDS,Canada
Radames TORRUELA DEL VALLE,Puerto Rico
George William HUNGERFORD,Canada
Roger Charles JACKSON,Canada
Richard LIVERSEDGE,Great Britain
Russell TAPP,Great Britain
Vasil Chilingirov,Bulgaria
Alexandar DONKOV,Bulgaria
Jerzy JEZ,Poland
Wojciech KUDLIK,Poland
Ion ZANGOR,Romania
David Philip STURGE,Great Britain
Henry CLAY,Great Britain
Andrzej KOZIK,Poland
Lorenzo VILLASENOR,Mexico
Miguel Fernando RABAGO,Mexico
Grazyna KOSTRZEWINSKA,Poland
Adam BRODECKI,Poland
Rita BLUMENBERG,Germany
Werner MENSCHING,Germany
Gudrun HAUSS,Federal Republic of Germany
Walter HÄFNER,Federal Republic of Germany
Larry ARBUTHNOT,Canada
Douglas HANSEN,Canada
Peter FREY,Switzerland
Urs KOHLER,Switzerland
Jan BRUYN,Netherlands
Paul J. VEENEMANS,Netherlands
Gianfranco GASPARI,Italy
Mario ARMANO,Italy
Guillermo GARCIA,Mexico
Marianne STREIFLER,Federal Republic of Germany
Herbert WIESINGER,Federal Republic of Germany
Thomas SCHNEIDER,Germany
Kurt HIPPER,Germany
Eric C. Jr. OLSEN,United States of America
William Stanley N. RENEHAN,United States of America
Costel IONESCU,Romania
Heinz LAPRELL,Federal Republic of Germany
Mario David AGUILAR,El Salvador
Manuel ESCOBAR PALOMO,El Salvador
Emil EGLI,Switzerland
Hansrüdi ROTH,Switzerland
Leonora KAMINSKAITE,Soviet Union
Genovaitė Ramoškienė,Soviet Union
Frantisek KADANKA,Czechoslovakia
Antonin BRABEC,Czechoslovakia
Tjeertje BERGERS-DUIF,Netherlands
Wladyslaw ZIELINSKI,Poland
Manuela GROSS,German Democratic Republic (Germany)
Uwe KAGELMANN,German Democratic Republic (Germany)
Michel LEMARCHAND,France
Daryl Roy STURDY,Canada
Robert STUBBS,Canada
Heinz BÜKER,Germany
Holger ZANDER,Germany
Helga HELLEBRAND-WIEDERMANN,Austria
Lisa SCHINDLER,Austria
Manu SNELINX,Belgium
Noel SOETART,Belgium
Giuseppe BEGHETTO,Italy
Roger TIRIAU,France
Claude FLAHAULT,France
Jan VAN DER HORST,Netherlands
Willem BOESCHOTEN,Netherlands
Rudolf SCHMID,Austria
Franz SCHACHNER,Austria
Thomas Roy SOUTHWORTH,United States of America
John Gamble BURTON,United States of America
Stephen KING,Canada
Denis BARRE,Canada
Ilie OANTA,Romania
Dumitru GRUMEZESCU,Romania
David ALLEN,Great Britain
Lindsay WILLIAMS,Great Britain
Rinaldo RUATTI,Italy
Sergio MOCELLINI,Italy
Susumi HOSOYA,Japan
Yasushi MURASE,Japan
Janez ANDRIJASIC,Yugoslavia
Petar GUZELJ,Yugoslavia
John EVELYN,Great Britain
Peter CLIFFORD,Great Britain
Margaret Elison BUCK,Australia
Lynette Ann WAGG,Australia
Pierre DESJARDINS,Canada
Keith WILSON,Canada
Franz NINGEL,Germany
Marlena PREDESCU,Romania
Marinela MAXIM,Romania
John Andrew WASTALL,Great Britain
Holger SUNDSTRÖM,Sweden
Hariton PASOVSCHI,Romania
Aldo DEZI,Italy
Francesco LA MACCHIA,Italy
Mario FAFANGELI,Yugoslavia
Janko KOSMINA,Yugoslavia
Leslie WILSON,Great Britain
Alan BANNISTER,Great Britain
Jiri CTVRTECKA,Czechoslovakia
Tomas SACH,Czechoslovakia
Poul MIK-MEYER,Denmark
Robert Edward FRENCH,Australia
John Mckenzie DOWNEY,Australia
Colin SMITH,"Hong Kong, China"
Terence STEELE,"Hong Kong, China"
Reinhold SENN,Austria
Helmut THALER,Austria
William Wilson PARKS,United States of America
Robert Sherman HALPERIN,United States of America
William BURGESS,Canada
Klaus Foge JENSEN,Denmark
Mogens Holten LARSEN,Denmark
Naum PROKUPETS,Soviet Union
Mikhail ZAMOTIN,Soviet Union
Fred ZEBOUNI,Lebanon
Antoine SADER,Lebanon
Maria JELINEK,Canada
Otto JELINEK,Canada
Agostino STRAULINO,Italy
Nicolo RODE,Italy
Lin CLARK,Great Britain
Beryl MITCHELL,Great Britain
Ulrik Lennart BROCK,Denmark
Jan Willem ATEN,Brazil
Jorg BRUDER,Brazil
Jean-Louis OLRY,France
Jean-Claude OLRY,France
Kurt LIEBHART,Austria
Herwig DIRNBOCK,Austria
Harold CUDMORE,17
Bill Jones,Australia
Tom Ohman,Australia
Jozsef HUNICS,Hungary
Fedi Damyanov,Bulgaria
Ivan BURTCHIN,Bulgaria
Milos JELINEK,Czechoslovakia
Ib Ivan LARSEN,Denmark
Stuart William PARKINSON,Great Britain
Christopher WILLIAMS,Great Britain
Alfons SLUSARSKI,Poland
Zbigniew SLUSARSKI,Poland
John PROCTOR,United States of America
Klaas Cornelis H. BALK,Netherlands
Pieter VAN DOORN,Netherlands
Dumitru FOCSENEANU,Romania
Lowell Orton NORTH,United States of America
Peter Jones BARRETT,United States of America
Rudi Größwang,Federal Republic of Germany
Rolands Upatnieks,Soviet Union
Valdis KJUZIS,Soviet Union
Viktor LOGUNOV,Soviet Union
Archibald F. CAMERON,Canada
Bill Thomas,Canada
Alicia STARBUCK,United States of America
Kenneth SHELLEY,United States of America
David Barton RAMAGE,Australia
Paul Marshall GUEST,Australia
Orlando Sena RODRIGUES,Portugal
Adriano da Silva,Portugal
Klaus HAHN,Saar
Herbert KESEL,Saar
Ekaterina KURYSHKO,Soviet Union
Roelof Johan LUYNENBURG,Netherlands
Rudolf (Ruud) STOKVIS,Netherlands
Vladimir POLYAKOV,Soviet Union
Nikolai VASILYEV,Soviet Union
Wolfgang GLOCK,Federal Republic of Germany
Udo HILD,Federal Republic of Germany
Ulf NORRMAN,Sweden
Ernesto MAIR,Italy
Gilbert LENNOX-KING,"Hong Kong, China"
Kenneth C. TOMLINS,"Hong Kong, China"
Nikola MARDESIC,Yugoslavia
Robert Lee Jr. JAMES,United States of America
David Nowell JAMES,United States of America
Alexandr GAVRILOV,Soviet Union
Mogens CHRISTENSEN,Norway
Rolf Greger STRÖM,Norway
Franz WÖRMANN,Germany
Hubert Braun,Germany
Peter Camejo,Venezuela
Yrjö Jalmari HIETANEN,Finland
Simo Johannes KUISMANEN,Finland
Harry HERCHEL ADLER,Brazil
Luiz Carlos PEIXOTO DE LIMA RAMOS,Brazil
Rolf MULKA,Germany
Ingo VON BREDOW,Germany
John Able HAAS,United States of America
Frank Joseph KRICK,United States of America
Neil Pryde,"Hong Kong, China"
Peter J.R. GAMBLE,"Hong Kong, China"
Michael SCHWAN,Germany
Wolfgang HOTTENROTT,Germany
Erik Oluf PREBEN-SCHMIDT,Brazil
Axel PREBEN-SCHMIDT,Brazil
Klaus HENDRIKSEN,Brazil
Joaquim RODERBOURG,Brazil
Roberto FRIEDRICH,Mexico
Fernando SCHEFFLER,Mexico
Margret GÖBL,Germany
Emilio MASSINO,Italy
Carole Ann ORMACA,United States of America
Robert Lewis GREINER,United States of America
Jürgen BERTOW,German Democratic Republic (Germany)
Patrick PARISOT,France
Jaroslav HELLEBRAND,Czechoslovakia
Petr KRATKY,Czechoslovakia
Einar Laurentius KOEFOED,Norway
Hans Preben MEHREN,Norway
Horst SCHÖNAU,German Democratic Republic (Germany)
Raimund BEHTGE,German Democratic Republic (Germany)
Eduard HUBACHER,Switzerland
Roger CHATELAIN,France
Jean-Pierre DRIVET,France
Jorge DE CARDENAS PLA,Cuba
Carlos DE CARDENAS PLA,Cuba
Otto Ernst SCHINDLER,Austria
Walter WALDNER,Austria
Alfred SCHMIDTBERGER,Austria
Hermann SALZNER,Austria
Scott Hazzard ALLAN,United States of America
Timothy Smith STEARN,United States of America
Ingeborg STRELL,Austria
Ferdinand DEDOVICH,Austria
Tony Marchant,Australia
Valentin BOREIKO,Soviet Union
Oleg GOLOVANOV,Soviet Union
Jane Louise PALCHIKOFF,United States of America
Diane BRACELAND,United States of America
Roman RUTKOWSKI,Poland
Juan MARTINEZ,Mexico
Felix ALTAMIRANO,Mexico
Jean BOUDEHEN,France
Michel CHAPUIS,France
Renate SIGL,Austria
Maria LEIBETSEDER,Austria
Janina POREMSKA,Poland
Piotr SCZYPA,Poland
Cecil George COOKE,Bahamas
Christian HALLEN-PAULSEN,Norway
Jan-Axel Strøm,Norway
Peter Garth MANDER,New Zealand
Jack Cropp,New Zealand
Masayuki ISHII,Japan
Takafumi OKUBO,Japan
Raymond Lawrence FALES,United States of America
Nicholas Paul MASTROMATTEO,United States of America
Antonio MASPES,Italy
Max Adolf Karsten MEYER,Federal Republic of Germany
Wilhelm KUHWEIDE,Federal Republic of Germany
Jerzy BRONIEC,Poland
Roger GREEN,Canada
Stewart GREEN,Canada
Rolf E. HÖGLUND,Sweden
Börje G. HEDBLOM,Sweden
Jan HAMRIK,Czechoslovakia
Jiri HUJER,Czechoslovakia
Mizuki YAMADA,Japan
Yoshimatsu SAKAIBARA,Japan
Silvio FAUNER,Italy
Ernst HASPINGER,Italy
Franz ISSER,Austria
Reinhold DURNTHALER,Austria
Gheorghe DANIELOV,Romania
Gheorghe SIMIONOV,Romania
Umberto RAGAZZI,Italy
Silvio FERRINI,Italy
Wladyslaw SZUSZKIEWICZ,Poland
Rafal Maciej PISZCZ,Poland
Akira YAMAMURA,Japan
Takashi YAMAMURA,Japan
Heinrich FISCHER,Switzerland
Alfred BACHMANN,Switzerland
Ritchie Johnston,New Zealand
Warren Thomas JOHNSTON,New Zealand
Karl WAGNER,Austria
Adolf TONN,Austria
Charles Paul Jr. LOGG,United States of America
Thomas Steele PRICE,United States of America
Jean Paul HANQUIER,France
Bärbel KÖSTER,German Democratic Republic (Germany)
Carola ZIRZOW,German Democratic Republic (Germany)
Anthony James CROSSLEY,Zimbabwe
Alexandru OANCEA,Romania
Constantin COTACU,Romania
Alfred SAGEDER,Austria
Josef KLOIMSTEIN,Austria
Murray RAE,New Zealand
Ronald James WATSON,New Zealand
Mihhail Kaaleste,Soviet Union
Anatoly Demitkov,Soviet Union
Jean-Pierre Louis SOUCHE,France
Rene Jacques GUISSART,France
Vladimir ANDRS,Czechoslovakia
Pavel HOFMAN,Czechoslovakia
Preben Sten JENSEN,Denmark
Marin GOPOV,Bulgaria
Tomas SOKOLOV,Bulgaria
Paul RIPARD,Malta
John RIPARD,Malta
Paul ASTE,Austria
Heinrich ISSER,Austria
Kai SCHMIDT,Denmark
Arthur Vagn SCHMIDT,Denmark
Erik ERICHSEN,Norway
Ake FISKARSTRAND,Norway
Annette KANSY,German Democratic Republic (Germany)
Axel SALZMANN,German Democratic Republic (Germany)
György MESZAROS,Hungary
Imre SZÖLLÖSI,Hungary
Michel Jules L. KNUYSEN,Belgium
Robert Frederik BAETENS,Belgium
Andrea VISSERS,Netherlands
Helena (Hellie) KLAASSE,Netherlands
Michael John PRICE,Great Britain
Kazuaki ICHIKAWA,Japan
Masaaki OYAGI,Japan
Costel COSNITA,Romania
Vasile SIMIONENCO,Romania
Richard Avery LYON,United States of America
Horst FLOTH,Federal Republic of Germany
Pepi BADER,Federal Republic of Germany
Mary PETRIE,Canada
John R. HUBBELL,Canada
Elisabeth ELLEND,Austria
Konrad LIENERT,Austria
Alfredo Jorge EBLING BERCHT,Brazil
Rolf EBLING BERCHT,Brazil
David Norman CALLENDER,Great Britain
Christopher Guy V. DAVIDGE,Great Britain
James Patrick MORGAN,United States of America
Sandra BEZIC,Canada
Val BEZIC,Canada
Darko MAJSTORVIC,Yugoslavia
Ewa GRAJKOWSKA-STANKO,Poland
Flavio SCALA,Italy
Mauro TESTA,Italy
Dusan TUNA,Yugoslavia
Franc ZITNIK,Yugoslavia
Betty MCKILLIGAN,Canada
John MCKILLIGAN,Canada
Bill Stevenson,Canada
Thomas Sherlock HODGSON,Canada
Colin Healeay DICKINSON,New Zealand
Clarence Malcolm SIMPSON,New Zealand
Daniel GOENS,Belgium
Robert VAN LANCKER,Belgium
Manfred HAAKE,German Democratic Republic (Germany)
Veli Veikko LEHTELÄ,Finland
Toimi Johannes PITKÄNEN,Finland
Miroslav LAHOLIK,Czechoslovakia
Paitoon Chulatuppa,Thailand
Ivar BJARE,Sweden
Jan NILSSON,Sweden
Beat HÄSLER,Switzerland
Arnold GARTMANN,Switzerland
Thomas KÖHLER,Germany
David HANDLEY,Great Britain
Jochen MEISSNER,Federal Republic of Germany
Arthur HEYNE,Federal Republic of Germany
"Gonzalo, Duke Fernández",Spain
Max KALTENBERGER,Austria
Fritz DINKHAUSER,Austria
Rawle H. BARROW,Trinidad and Tobago
Cordel Hull BARROW,Trinidad and Tobago
Joachim MATTERN,German Democratic Republic (Germany)
Berni Schulze,Federal Republic of Germany
Margot GLOCKSHUBER,Federal Republic of Germany
Wolfgang DANNE,Federal Republic of Germany
José Maria PALOMO,Spain
José Manuel PEREZ DE VEGA,Spain
Andor ELBERT,Canada
Fred HEESE,Canada
William Lancelot DAWES,Great Britain
Bertrand CHERET,France
Bruno TROUBLE,France
Lars KALL,Sweden
Stig KALL,Sweden
Ladislav FOUSEK,Czechoslovakia
Vaclav MACHEK,Czechoslovakia
Vojtech CASKA,Czechoslovakia
Jean DEGAUDENZI,Switzerland
Lucien ARGAND,Switzerland
Christian STRÖM,Norway
Stephen SINDING,Norway
Andres GERARD CONTRERAS,Mexico
Marcos GERARD,Mexico
Carlos DE CARDENAS CULMELL,Cuba
Yoshikazu CHO,Japan
Yaichi NUMATA,Japan
Howard CLIFTON,United States of America
Michael LUCE,United States of America
Purvis MCDOUGALL,Canada
Ewald WALCH,Austria
Bruno SPLIETH,Germany
Carolyn Patricia KRAU,Great Britain
Rodney WARD,Great Britain
Jindriska REHACKOVA,Czechoslovakia
Jan JOHANSSON,Sweden
Melissa MILITANO,United States of America
Mark MILITANO,United States of America
Jan-Erik ÄKERSTRÖM,Sweden
Gordon INGATE,Australia
Robert THORNTON,Australia
Benedek LITTKEY,Hungary
James Stuart EDMONDS,United States of America
Vivian Laureen JOSEPH,United States of America
Ronald Bert JOSEPH,United States of America
Fredy ARBER,Switzerland
Fritz SIEGENTHALER,Switzerland
Earle Leonard WELLS,New Zealand
Helmer Orlaf L. PEDERSEN,New Zealand
Gyula LENGYEL,Hungary
Laszlo MUNTEAN,Hungary
Rostislav VARGASHKIN,Soviet Union
Kurt SEIDL,Austria
Oleg TYURIN,Soviet Union
Boris DUBROVSKY,Soviet Union
Gunther ZIEGLER,Germany
Fritz Neuser,Germany
Lucille Mary ASH,United States of America
Sully KOTHMANN,United States of America
Sean WHITAKER,Ireland
Karl GEIGER,Austria
Werner FISCHER,Austria
Yevhen Yatsynenko,Soviet Union
Sergey Klimov,Soviet Union
"Fon, Marquis de Portago",Spain
Vicente Sartorius,Spain
Itzhak NIR,Israel
Yair MICHAELI,Israel
Anatoli SASS,Soviet Union
Kurt HEUBUSCH,Austria
Charles MCDONALD,United States of America
Charles William PANDOLPH,United States of America
Carlo ROLANDI,Italy
Bernard Patrick Jr. COSTELLO,United States of America
James Arthur GARDINER,United States of America
Jerzy OPARA,Poland
Andrzej GRONOWICZ,Poland
Serghei COVALIOV,Romania
Daniel MORELON,France
Pierre TRENTIN,France
Czeslaw NAWROT,Poland
Katalin BENKO,Hungary
Maria ROKA,Hungary
Ila Ray HADLEY,United States of America
Ray E. HADLEY,United States of America
John Richard FEE,United States of America
Antun GREGO,Yugoslavia
Simo NIKOLIC,Yugoslavia
Istvan TELEGDI,Hungary
Istvan JUTASI,Hungary
Maribel Y. OWEN,United States of America
Dudley S. RICHARDS,United States of America
William MCCOWEN,Great Britain
Andrew HEDGES,Great Britain
Nina Zhuk,Soviet Union
Stanislav ZHUK,Soviet Union
Ahmed Abdul BASITH,India
Sohrab Janshed CONTRACTOR,India
Margit SENF,Germany
Peter GÖBEL,Germany
Tranquilo Capozzo,Argentina
Eduardo GUERRERO,Argentina
Jurgen RIEMENSCHNEIDER,Federal Republic of Germany
Horst MATTERN,Federal Republic of Germany
Timothy John CROOKS,Great Britain
Patrick Geoffrey DELAFIELD,Great Britain
Luigi CROCE,Italy
Luigi SAIDELLI,Italy
Igor BULDAKOV,Soviet Union
Viktor IVANOV,Soviet Union
Krasimir Khristov,Bulgaria
Hermann GLASER,Federal Republic of Germany
Heinz LUCKE,Federal Republic of Germany
Paul HILDGARTNER,Italy
Walter PLAIKNER,Italy
Martin STENZEL,Federal Republic of Germany
Herman NAEGELS,Belgium
John Malcolm SCOTT,Australia
Detlef BOTHE,German Democratic Republic (Germany)
Hans-Jurgen TODE,German Democratic Republic (Germany)
Akihiko SUZUKI,Japan
Lawrence SCOTT,Canada
Edward (Ted) HAINS,Canada
Juan Manuel ALONSO-ALLENDE AZNAR,Spain
Fritz BRIEL,Germany
Theo Kleine,Germany
Arne RÖGDEN,Norway
Odd SOLLI,Norway
Tamara MOSKVINA,Soviet Union
Aleksey Mishin,Soviet Union
Andras SZENTE,Hungary
Peter BECKER,Federal Republic of Germany
Gerhard KORSCHEWSKI,Federal Republic of Germany
Katalin Hollósy,Hungary
Masato EGUCHI,Japan
Jens Juul ERIKSEN,Denmark
Olaf HOLMSTRUP,Denmark
Kotoe NAGASAWA,Japan
Hiroshi NAGAKUBO,Japan
Heidemarie STEINER,German Democratic Republic (Germany)
Antonin MALINKOVIC,Czechoslovakia
Jiri VYKOUKAL,Czechoslovakia
Werner OTTO,German Democratic Republic (Germany)
Hans-Jürgen GESCHKE,German Democratic Republic (Germany)
Atanas JELEV,Bulgaria
Yordan VALTCHEV,Bulgaria
Laszlo ROMVARI,Hungary
Andras PALYI,Hungary
Hans PLENK,Federal Republic of Germany
Bernard ASCHAUER,Federal Republic of Germany
Fred H. IMHOFF,Netherlands
Simon W. KORVER,Netherlands
Almut LEHMANN,Federal Republic of Germany
Barclay John WADE,Australia
Gary Malcolm PEARCE,Australia
Birthe Lindskov HANSEN,Denmark
Patrick WILLEMS,Belgium
Didier VERMEERSCH,Belgium
John ANDERSON,Australia
Francine Anne FOX,United States of America
Glorianne Aurore PERRIER,United States of America
Klaus BOHLE,Germany
Detlef LEWE,Germany
John Patrick A. HOOPER,Ireland
Charles Peter GRAY,Ireland
Susan Louise MORGAN,United States of America
Laura Catherine STAINES,United States of America
Roland Paul MUHLEN,United States of America
Andreas John WEIGAND,United States of America
Frantisek HALIR,Czechoslovakia
István Schillerwein,Hungary
Imre Furmen,Hungary
Bjørn Lofterød,Norway
Odd Roar LOFTEROD,Norway
Sergio SIORPAES,Italy
Klara BANFALVI-FRIED,Hungary
Vilma EGRESI,Hungary
Jean-Michel IZART,France
Andras GOSZTONYI,Hungary
